node,label,description
https://data.cooperationdatabank.org/vocab/prop/symmetric,Symmetry,"Whether specific aspects of the game that were different (i.e., asymmetric) for participants. TRUE = Symmetric, FALSE = Asymmetric."
https://data.cooperationdatabank.org/vocab/prop/symmetryTarget,Symmetry target,"How specific aspects of the game that were different (i.e., asymmetric) for participants. "
https://data.cooperationdatabank.org/id/symmetrytarget/endowment,Endowment,Number of tokens participants were endowed with in a Public Goods Game
https://data.cooperationdatabank.org/id/svotype/individualist,Individualist,"Individualists aim to maximize their own outcomes, regardless of the othersâ outcomes"
https://data.cooperationdatabank.org/id/svotype/unclassified,Unclassified,Participants could not be classified into any of the SVO types. It is common when using triple dominance measures.
https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,Within-participants experimental design,Within-participants experimental design
https://data.cooperationdatabank.org/vocab/prop/gameType,Game type,Game that participants play during the experimental session. Code it when participants' behavior is compared across multiple games.
https://data.cooperationdatabank.org/id/gametype/prisoner's_dilemma_game,Prisoner's Dilemma Game,"In the standard prisoner's dilemma game, the relative value of the four outcomes reflects the following relationships: DC > CC > DD > CD"
https://data.cooperationdatabank.org/id/gametype/other_game,Other Game,None of the game type categories apply
https://data.cooperationdatabank.org/vocab/prop/otherGameType,Other game type," If none of the game type categories apply, then we report the name of the game included in the study."
https://data.cooperationdatabank.org/vocab/prop/coefficientOfVariationForCondition,Coefficient of variation,Coefficient of variation.
https://data.cooperationdatabank.org/vocab/prop/leadership,Leadership,"There is a person in the game that is recognized as the leader who has specific roles that can influence followers. TRUE = A leader is present in the game, FALSE = A leader is absent in the game."
https://data.cooperationdatabank.org/vocab/prop/logProportionOfEndowmentContributedForCondition,Log-transformed proportion of endowment contributed / rate of cooperation,The log-transformed proportion of the endowment contributed / rate of cooperation.
https://data.cooperationdatabank.org/vocab/prop/proportionOfEndowmentContributedForCondition,Percentage of endowment contributed in the experimental condition,"Percentage of endowment contributed, calculated as (M - Lower choice option) / (Upper choice option â Lower choice option)."
https://data.cooperationdatabank.org/vocab/prop/gender,Gender,Participant's gender as reported in the paper. Positive correlations effect size always mean that men cooperated more than women.
https://data.cooperationdatabank.org/id/gender/male,Male,Male
https://data.cooperationdatabank.org/id/gender/female,Female,Female
https://data.cooperationdatabank.org/vocab/prop/oneShotStrategy,One-shot strategy,The specific choice made by the participant's partner in a sequential one-shot game.
https://data.cooperationdatabank.org/id/oneshotstrategy/prior_contribution,Prior Contribution,Target agent made a contribution (value to be specified in one-shot strategy value) or cooperated
https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue,One-shot strategy value,"The contribution or withdrawal of the participant's partner when one-shot strategy is Prior Contribution or Prior Withdrawal (1 indicates full cooperation from the partner, while 0 indicates full defection)."
https://data.cooperationdatabank.org/vocab/prop/leaderBehavior,Leader's behavior,Leaders has behaved in a specific way in the game.
https://data.cooperationdatabank.org/id/leaderbehavior/cooperative,Cooperative,Leader behaved cooperatively in the game
https://data.cooperationdatabank.org/id/leaderbehavior/noncooperative,Noncooperative,Leader behaved noncooperatively in the game
https://data.cooperationdatabank.org/vocab/prop/leadershipAssignmentRule,Leadership assignment rule,People use a specific rule to select leaders.
https://data.cooperationdatabank.org/id/leadershipassignmentrule/authority,Authority,Leader is selected by an authority figure (or by being an authority figure)
https://data.cooperationdatabank.org/vocab/prop/leadershipEndogenous,Endogenous leadership,Participants are able to select the leader versus the leader is assigned by the experimenter or some other external mechanism.
https://data.cooperationdatabank.org/id/leadershipendogenous/exogenous,Exogenous,Leader is assigned by the experimenter or some external mechanism
https://data.cooperationdatabank.org/id/leadershipassignmentrule/fixed,Fixed ,Leader is fixed throughout the game
https://data.cooperationdatabank.org/vocab/prop/leaderCharacteristic,Leader's characteristic,Leader has a specific quality or style that is measured or manipulated in the study.
https://data.cooperationdatabank.org/id/leadercharacteristic/outgroup,Outgroup,Leader was an outgroup member
https://data.cooperationdatabank.org/id/leadercharacteristic/ingroup,Ingroup,Leader was an ingroup member
https://data.cooperationdatabank.org/vocab/prop/expectations,Expectations,"Correlation between cooperation and participants' expectations are stated beliefs about their partner's behavior, such as whether they will cooperate or defect, the probability that they will defect, or the expected size of their contribution to a public good."
https://data.cooperationdatabank.org/id/maineffect/4,"Main effect, dependent subsamples",Main effect computed on dependent subsamples
https://data.cooperationdatabank.org/id/statisticaltest/r,r,Pearson's correlation
https://data.cooperationdatabank.org/vocab/prop/treatmentESEstimate,Reported effect size,The standardized effect size estimate reported in the manuscript.
https://data.cooperationdatabank.org/vocab/prop/treatmentESmeasure,Measure of the reported effect size,"For effect sizes reported in the original paper, the effect size measure."
https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation,Block of cooperation,"Block on which cooperation is assessed. Blocks are defined as chunks of trials aggregated together. Trials can be grouped in a block based on some manipulation in the game, but can also be aggregated based on arbitrary reasons not related to the study design (e.g., statistical analyses)."
https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,Punishment treatment,Punishment is the (possible) imposition of negative payoffs on a specific participant after the regular round of play.
https://data.cooperationdatabank.org/id/punishmenttreatment/-1,-1,"The baseline treatment. This is the treatment compared against any treatment coded as punishment treatment (= 1 identifies the punishment effect). This means that the treatment is equal to the punishment treatment, except for the availability of punishment (which includes other concepts that are part of punishment, such as punishment effectiveness, etc.)"
https://data.cooperationdatabank.org/vocab/prop/lotteryPunishmentIncentive,Lottery punishment incentive,"Whether there was a chance of lottery for punishment to be enforced (see lottery incentive). TRUE = A lottery was implemented for punishment to be enforced, FALSE = A lottery was not implemented for punishment to be enforced."
